Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	DeltaLossPi	LossV	DeltaLossV	LossDC	DeltaLossDC	KL	Time
102	0.34105653	0.6720496	0.8785873	-0.96258587	17.2	31.48587	80.0	0.0	1000.0	-4.4965487	1.6772001	3.4198346	-9.144596	515000	48277135000000.0	-48277135000000.0	47.310562	-25.226341	0.0	0.0	-2.7418137e-10	1127.407060623169
103	-0.14406897	0.5018699	0.54366654	-0.96789384	104.8	132.9833	317.0	0.0	1000.0	-1.0676315	1.2817512	0.8562349	-6.1138906	520000	2.2375282e+27	-2.2375282e+27	377.31125	-158.39285	0.0	0.0	1.1324882e-09	1138.252953529358
104	-0.31282902	0.600069	0.4606848	-1.2862827	50.8	68.953316	174.0	0.0	1000.0	-6.509205	3.1566463	-3.6370363	-22.788582	525000	1.9057812e+21	-1.9057812e+21	106.34985	-44.640816	0.0	0.0	-1.680851e-09	1148.7406387329102
105	-0.16470645	0.19642818	0.21159343	-0.3071944	74.0	84.815094	220.0	0.0	1000.0	-8.183259	5.305935	-0.9362463	-15.535457	530000	1.9256716e+25	-1.9256716e+25	214.2524	-81.2968	0.0	0.0	-4.1246415e-09	1159.3927609920502
106	-0.08066986	0.4941387	0.7451877	-0.68015146	27.8	28.902596	79.0	0.0	1000.0	-6.9555373	4.0309124	-2.227518	-33.40898	535000	1.8707107e+18	-1.8707107e+18	71.781975	-32.13128	0.0	0.0	-1.0728836e-10	1169.7372949123383
107	-0.40143162	0.2416009	-0.06360812	-0.7124333	44.0	53.92217	113.0	0.0	1000.0	-3.245957	2.3365803	0.27899182	-5.9406886	540000	3.5385206e+22	-3.5385206e+22	83.832634	-13.309731	0.0	0.0	3.218651e-09	1180.1021008491516
108	0.15628156	1.4539368	2.8583755	-1.0406051	68.8	78.63689	201.0	0.0	1000.0	-3.0684988	2.543015	-1.3287336	-23.70103	545000	2.9862348e+30	-2.9862348e+30	209.08333	-42.109024	0.0	0.0	2.360344e-09	1190.5532722473145
109	-0.32873827	0.46699238	0.26064038	-0.89347684	100.8	111.798744	296.0	0.0	1000.0	-4.162452	1.8212253	-1.6411327	-14.580601	550000	2.9471435e+21	-2.9471435e+21	207.40057	-54.205856	0.33054298	-0.020859748	5.698204e-09	1201.124856710434
110	-0.0075442493	0.4593648	0.544759	-0.66163945	112.4	122.32188	295.0	0.0	1000.0	-8.828367	1.1249448	-5.4334655	-15.622128	555000	2.0292586e+31	-2.0292586e+31	279.33014	-198.3229	0.0	0.0	-2.026558e-10	1211.676027059555
111	0.77863103	1.2138541	3.00095	-0.24300246	35.4	43.41244	92.0	0.0	1000.0	-1.2092288	1.920235	3.4199004	-14.646633	560000	3.447209e+19	-3.447209e+19	79.93679	-26.936455	0.0	0.0	-5.6028365e-10	1222.369582414627
112	0.9875206	0.9337376	2.3272328	-0.26491758	163.0	104.71485	311.0	0.0	1000.0	-8.86939	6.8182735	0.65674865	-46.99386	565000	1.3787366e+28	-1.3787366e+28	297.04837	-146.20189	0.0	0.0	-5.3048135e-09	1232.8484890460968
113	0.111496046	0.23618682	0.3714654	-0.23879856	207.2	175.7628	459.0	0.0	1000.0	-6.052097	4.701157	-2.0391564	-23.961666	570000	inf	-inf	689.0166	-490.7669	0.0	0.0	2.3722648e-09	1243.455640554428
114	-0.074827336	1.008813	1.5151529	-1.6527611	30.6	46.119846	119.0	0.0	1000.0	-28.372019	23.763693	-1.2469867	-76.00044	575000	1.7354178e+17	-1.7354178e+17	1164.1602	-1105.2301	0.0	0.0	8.9406965e-10	1253.7637057304382
115	0.15426768	0.40871328	0.6899304	-0.46805495	98.0	134.84955	365.0	0.0	1000.0	-2.7258024	0.7589196	0.26721334	-3.518862	580000	inf	-inf	406.19748	-75.07077	0.0	0.0	6.318092e-10	1263.9764964580536
116	0.1633962	0.47430333	0.7418801	-0.4355675	17.8	35.599995	89.0	0.0	1000.0	-7.2857914	1.654756	-5.0572886	-11.93611	585000	42994643000.0	-42994643000.0	49.684566	-36.15993	0.0	0.0	-1.3589859e-09	1274.274344444275
117	0.123690985	0.2969411	0.6177716	-0.11620401	87.8	96.86981	263.0	2.0	1000.0	-2.193262	2.627656	0.7664275	-7.253809	590000	4.906994e+24	-4.906994e+24	193.4819	-56.467957	0.0	0.0	2.3007394e-09	1284.6016054153442
118	0.51221454	1.0406314	1.981793	-0.7279194	66.6	84.20356	224.0	0.0	1000.0	-8.306232	2.9398956	-5.2184186	-16.767797	595000	1.7667117e+27	-1.7667117e+27	164.88782	-45.557266	0.0	0.0	3.33786e-10	1295.0137796401978
119	-0.10675261	0.41199425	0.3572435	-0.8533148	119.2	108.692955	296.0	0.0	1000.0	-5.4194555	2.4681141	-2.0538769	-14.964928	600000	2.9678407e+24	-2.9678407e+24	280.0599	-99.84914	0.39732808	-0.025554389	-4.374981e-09	1305.6418852806091
120	0.36966032	0.667396	0.919445	-0.9351868	103.6	92.33547	247.0	0.0	1000.0	-13.12266	4.7457147	-5.5471573	-22.143957	605000	2.2311732e+26	-2.2311732e+26	198.67198	-55.19719	0.0	0.0	1.8715858e-09	1316.1438808441162
121	-0.77219903	0.7352356	-0.026878575	-2.0453627	41.0	63.77147	167.0	0.0	1000.0	-8.272736	6.202606	-2.4289308	-17.748123	610000	2.297156e+25	-2.297156e+25	123.07041	-62.28363	0.0	0.0	-5.960465e-11	1326.621557712555
122	0.2706557	0.5515181	1.3590474	-0.11429031	53.4	66.0412	148.0	0.0	1000.0	-2.0744648	1.7807692	0.99772835	-13.287653	615000	6.418762e+27	-6.418762e+27	148.51027	-43.84189	0.0	0.0	6.2346457e-09	1336.9906718730927
123	-0.43060932	0.34764934	-0.03202401	-1.0371461	94.0	114.778046	319.0	0.0	1000.0	-4.3078218	5.883533	3.5891428	-22.470757	620000	2.7161438e+25	-2.7161438e+25	158.18939	-89.04141	0.0	0.0	-7.879734e-09	1347.4774742126465
124	-0.36926714	0.63814294	0.022112485	-1.6259047	92.4	80.1264	183.0	0.0	1000.0	-4.5976596	3.653186	1.634669	-18.769327	625000	1.2846828e+23	-1.2846828e+23	190.70184	-106.7404	0.0	0.0	-1.4185906e-09	1357.9554297924042
125	-0.06333898	0.6064808	0.6806269	-1.1418761	49.2	66.37289	167.0	0.0	1000.0	-12.595451	8.698414	-2.1871104	-31.683731	630000	5.098055e+21	-5.098055e+21	184.81259	-135.83257	0.0	0.0	-2.6226044e-09	1368.4918005466461
126	-0.2823918	0.6150452	0.4914685	-1.0014904	111.4	82.913445	240.0	29.0	1000.0	-6.0596476	5.2220464	5.716942	-31.68267	635000	6.461865e+30	-6.461865e+30	253.19878	-168.08197	0.0	0.0	8.4638596e-10	1378.9461872577667
127	0.20720163	1.0316211	2.2583137	-0.47736067	19.8	39.6	99.0	0.0	1000.0	-5.735059	7.772434	4.1805754	-46.401497	640000	1.3978466e+22	-1.3978466e+22	140.86467	-89.03585	0.0	0.0	3.1590461e-09	1389.2958109378815
128	-0.48453626	0.39741355	0.0952713	-1.0449985	28.6	47.83137	123.0	0.0	1000.0	-1.7831193	1.1329156	-1.1064156	-10.105222	645000	7.712602e+16	-7.712602e+16	51.49325	-6.5597	0.0	0.0	-5.4359437e-09	1399.774701833725
129	-0.41269174	0.57672894	0.17323878	-1.414804	62.8	68.64226	155.0	0.0	1000.0	-3.4257812	2.951691	9.940944	-15.420856	650000	6.9083536e+26	-6.9083536e+26	157.41595	-39.119164	0.33801186	-0.031301975	1.5258789e-09	1410.8330371379852
130	0.14815435	0.80687475	1.5886121	-0.7738312	33.0	66.0	165.0	0.0	1000.0	-5.597095	2.142865	-1.7736917	-15.90722	655000	4.378991e+17	-4.378991e+17	64.8513	-45.702995	0.0	0.0	-6.198883e-10	1421.4649188518524
131	0.33916208	0.6978079	1.683996	-0.24770802	86.8	96.34605	244.0	0.0	1000.0	-3.07256	5.5924788	5.570707	-17.699507	660000	6.690077e+24	-6.690077e+24	253.82553	-160.99121	0.0	0.0	1.3232231e-09	1432.3065712451935
132	0.02237078	0.2572472	0.4198576	-0.23777063	20.0	24.62519	54.0	0.0	1000.0	-12.903858	5.421496	-0.24783862	-39.28476	665000	48351542000000.0	-48351542000000.0	165.12227	-140.939	0.0	0.0	5.2452087e-10	1442.9422369003296
133	-0.073452905	0.9265212	1.7028717	-0.88277507	35.2	36.1519	87.0	0.0	1000.0	-1.441622	2.7015305	5.46209	-8.308907	670000	1.9220403e+20	-1.9220403e+20	73.85302	-22.436527	0.0	0.0	-2.336502e-09	1453.2774648666382
134	-0.24488027	0.57769036	0.38646472	-1.0959827	153.6	103.316216	316.0	0.0	1000.0	-1.4503226	2.9807394	4.9393215	-12.427397	675000	inf	-inf	571.8432	-246.53049	0.0	0.0	1.2040138e-09	1463.6890425682068
135	0.62004876	1.0506046	2.0602422	-0.459048	81.8	102.86574	279.0	0.0	1000.0	-14.663519	3.9861407	-7.659519	-28.464598	680000	5.5278176e+23	-5.5278176e+23	226.67105	-154.13152	0.0	0.0	2.9802323e-09	1474.1489992141724
136	-0.41757545	0.41840202	-0.016997736	-1.2069471	46.4	62.87957	166.0	0.0	1000.0	-4.930851	3.8782647	1.8151382	-27.857868	685000	1.2210386e+21	-1.2210386e+21	86.04335	-41.523563	0.0	0.0	2.7418137e-10	1484.7281503677368
137	-0.3109613	0.55338323	0.4605972	-1.0809982	21.4	18.028866	43.0	0.0	1000.0	-4.598545	4.446395	3.1735878	-20.78141	690000	171552180000.0	-171552180000.0	45.03315	-27.773844	0.0	0.0	-1.7881394e-10	1495.1514565944672
138	-0.18313126	0.5102974	0.7870642	-0.6747988	90.8	154.11476	398.0	0.0	1000.0	-3.0626612	2.819694	2.6645148	-14.673237	695000	2.3859002e+32	-2.3859002e+32	379.6409	-258.9103	0.0	0.0	-5.2928923e-09	1505.661155462265
139	-0.34268102	0.59730834	0.5435658	-1.1138816	11.6	23.200003	58.0	0.0	1000.0	-5.0967474	8.108256	2.3568745	-43.011444	700000	237671440000000.0	-237671440000000.0	59.169	-52.297585	0.25309962	-0.009240404	3.8743018e-09	1516.6082005500793
140	0.579768	1.4444753	3.355704	-0.41667137	58.2	82.763275	212.0	0.0	1000.0	-1.8085152	5.2540007	2.453917	-29.665346	705000	1.6546541e+26	-1.6546541e+26	175.25113	-100.75882	0.0	0.0	2.0742417e-09	1527.155057668686
141	1.0995138	2.1507173	4.6319203	-0.78034323	42.8	54.399998	130.0	0.0	1000.0	-2.975151	4.1930046	2.5480983	-20.179815	710000	1.054009e+19	-1.054009e+19	74.73864	-37.309185	0.0	0.0	1.7881394e-10	1537.6637246608734
142	-0.17072053	0.29002252	0.30637306	-0.4716466	111.8	72.2313	206.0	0.0	1000.0	-3.502577	2.4163582	-0.06066096	-13.749261	715000	4.6160376e+26	-4.6160376e+26	276.0104	-149.47806	0.0	0.0	1.513958e-09	1548.2698254585266
143	-0.0119750295	0.2366346	0.36311606	-0.3390065	61.8	123.6	309.0	0.0	1000.0	-8.837425	3.8897996	1.9806461	-16.60551	720000	1.3409909e+25	-1.3409909e+25	231.71512	-123.03314	0.0	0.0	-2.1338462e-09	1558.8317358493805
144	0.25407463	0.36032054	0.8364131	-0.24595775	133.4	143.19441	396.0	0.0	1000.0	-7.6638017	4.274445	0.08377552	-31.57714	725000	2.684772e+33	-2.684772e+33	346.03104	-259.79727	0.0	0.0	-1.4901161e-09	1569.2394030094147
145	0.715797	1.0138704	2.5214858	-0.6015982	67.2	91.166664	230.0	0.0	1000.0	-6.380394	10.892807	1.364921	-64.04855	730000	1.0792309e+30	-1.0792309e+30	233.72195	-112.31649	0.0	0.0	2.3126603e-09	1579.712337255478
146	0.08263433	0.68234336	1.3590388	-0.567729	28.6	37.13543	91.0	0.0	1000.0	-6.542631	4.081136	-1.7969692	-17.71015	735000	33507288000000.0	-33507288000000.0	66.592674	-38.425137	0.0	0.0	2.2053719e-09	1590.5343832969666
147	0.70765007	1.1252393	2.4843903	-0.5591601	50.6	52.98151	143.0	0.0	1000.0	-3.0188956	4.080579	1.7178894	-24.894344	740000	4.4687964e+27	-4.4687964e+27	144.81627	-49.01925	0.0	0.0	2.6106834e-09	1600.9353058338165
148	0.36775488	0.9304251	1.7409476	-0.95239395	134.4	62.082523	208.0	65.0	1000.0	-4.8394027	3.38858	0.7484622	-25.49025	745000	2.0228608e+30	-2.0228608e+30	364.0403	-184.48131	0.0	0.0	-2.8729439e-09	1612.060293674469
149	0.26603848	0.530756	0.9615116	-0.58703184	133.2	136.68561	369.0	0.0	1000.0	-14.245685	6.6025743	-0.1523298	-34.247997	750000	inf	-inf	328.20306	-164.41644	0.31390902	-0.020021528	2.4914741e-09	1622.7394924163818
150	0.007902017	0.26314774	0.38868603	-0.41172346	76.0	51.78417	158.0	0.0	1000.0	-8.157831	7.6660786	0.9887605	-44.129612	755000	4.4395534e+21	-4.4395534e+21	143.72171	-69.64403	0.0	0.0	-5.722046e-10	1633.3287148475647
151	-0.11701213	1.5244219	2.9083934	-1.1559733	19.4	38.8	97.0	0.0	1000.0	-6.792888	5.989507	3.606537	-32.03655	760000	2968932000000000.0	-2968932000000000.0	112.44189	-80.57738	0.0	0.0	9.536743e-11	1643.725825548172
152	0.41842073	1.403894	2.9506156	-0.94591653	171.4	88.48412	239.0	0.0	1000.0	-2.3274581	1.513324	-0.13316047	-11.509614	765000	3.2988771e+31	-3.2988771e+31	502.9071	-382.3437	0.0	0.0	3.2305718e-09	1654.3564457893372
153	-0.049134128	0.31895125	0.39943808	-0.4921306	119.8	143.1145	323.0	0.0	1000.0	-13.12215	11.464361	-1.5383627	-67.11589	770000	1.1698849e+31	-1.1698849e+31	597.7173	-328.74863	0.0	0.0	1.4185906e-09	1665.107260942459
154	0.31529012	0.37487665	0.88278264	-0.16595834	44.8	66.71252	172.0	0.0	1000.0	-10.222598	3.6129637	0.5924221	-20.288929	775000	7.997251e+22	-7.997251e+22	152.43806	-95.763054	0.0	0.0	8.225441e-10	1675.361233472824
155	-0.0008515358	0.9362487	1.8121624	-0.71986747	40.6	66.36746	171.0	0.0	1000.0	-2.6222036	3.2439282	1.7187629	-15.15731	780000	1.5197546e+24	-1.5197546e+24	109.47155	-37.153748	0.0	0.0	-2.18153e-09	1685.84743309021
156	0.7249821	0.6083791	1.8678621	0.18042035	56.0	58.5047	148.0	0.0	1000.0	-3.2254565	3.0415998	0.38183045	-14.378289	785000	3.833979e+22	-3.833979e+22	143.29814	-40.111107	0.0	0.0	-5.722046e-10	1696.1694135665894
157	-0.0058468566	0.4561904	0.55853635	-0.6632147	0.0	0.0	0.0	0.0	1000.0	-6.1479516	2.1501496	0.5641773	-11.634896	790000	0.22448032	-0.21285862	42.429695	-42.156693	0.0	0.0	-4.041195e-09	1706.509554862976
158	-0.07448016	0.617902	0.6630381	-0.9038264	112.0	83.67317	222.0	0.0	1000.0	0.030589746	0.94192374	3.3253474	-5.9404545	795000	2.7774445e+30	-2.7774445e+30	399.0385	-263.97794	0.0	0.0	-1.513958e-09	1717.128918647766
159	0.61429965	1.1787301	2.9019387	-0.31821054	60.0	89.94221	232.0	0.0	1000.0	-15.674308	7.9882393	0.68345	-40.222073	800000	1.5599522e+26	-1.5599522e+26	346.34222	-244.77957	0.33246124	-0.02206868	3.9339065e-09	1727.9505569934845
160	-0.63435256	0.35142642	-0.26651984	-1.257647	94.8	121.762726	295.0	0.0	1000.0	-4.8787446	4.3290925	0.7342988	-16.824093	805000	1.071383e+25	-1.071383e+25	281.7663	-190.4164	0.0	0.0	-2.336502e-09	1738.6013762950897
161	-0.32067066	0.30102727	0.10552933	-0.68364066	6.2	12.4	31.0	0.0	1000.0	-6.7451897	5.115095	0.79466224	-24.854525	810000	71952056.0	-71952056.0	71.32707	-66.10303	0.0	0.0	8.225441e-10	1748.8098526000977
162	-0.13341282	0.50248605	0.45173424	-0.7355231	23.2	41.58077	106.0	0.0	1000.0	-0.45759225	1.3758633	2.7247653	-9.544128	815000	5.6533177e+22	-5.6533177e+22	70.319	-17.568874	0.0	0.0	-2.4199487e-09	1758.8536162376404
163	-0.03462195	0.45107898	0.44995666	-0.8372309	91.0	88.172554	196.0	0.0	1000.0	-2.43151	2.0783749	1.63854	-14.73231	820000	3.6571347e+29	-3.6571347e+29	286.54514	-154.29256	0.0	0.0	-2.7179718e-09	1769.1802096366882
164	-0.20178238	0.45794445	0.25237748	-0.82607895	43.8	87.6	219.0	0.0	1000.0	-10.559264	7.8150215	-1.2891666	-32.818214	825000	2.8654474e+19	-2.8654474e+19	135.37743	-87.54747	0.0	0.0	2.849102e-09	1779.4176931381226
165	-0.015605086	0.38943312	0.44757688	-0.47859284	104.8	71.842606	178.0	0.0	1000.0	-2.0671048	5.7870317	3.487893	-31.344803	830000	2.0966464e+24	-2.0966464e+24	276.5504	-138.57419	0.0	0.0	-7.1525574e-10	1790.1264624595642
166	-0.43921432	0.70724124	0.6712678	-1.5387678	23.2	46.400005	116.0	0.0	1000.0	-9.290274	6.669538	-1.0889843	-21.20983	835000	4.6270757e+21	-4.6270757e+21	126.357414	-94.446075	0.0	0.0	-1.9073486e-10	1800.8426854610443
167	-0.40022936	0.5745457	0.61216396	-1.1158992	106.2	80.63349	225.0	0.0	1000.0	-3.6763608	4.2415485	-0.1287713	-26.883722	840000	2.5319747e+28	-2.5319747e+28	248.78743	-105.99428	0.0	0.0	1.2755395e-09	1811.393325805664
168	-0.13992271	0.8306866	0.8892901	-1.6336012	77.2	100.0188	269.0	0.0	1000.0	-7.285188	7.524943	-0.74010515	-30.7195	845000	1.0589438e+21	-1.0589438e+21	102.47493	-63.894123	0.0	0.0	-4.208088e-09	1822.1018605232239
169	-0.50595564	0.83968467	0.6516589	-1.8790821	31.4	33.879787	88.0	0.0	1000.0	-7.8194547	6.4987535	3.243322	-29.353634	850000	25608396000000.0	-25608396000000.0	101.39565	-74.23613	0.41895774	-0.028413355	1.5735626e-09	1833.1058659553528
170	0.46364817	0.629951	1.6757505	-0.16582723	45.6	88.2306	222.0	0.0	1000.0	-3.5875278	2.5603602	2.2245412	-11.472823	855000	1.0867587e+30	-1.0867587e+30	198.73155	-69.20856	0.0	0.0	-5.00679e-09	1844.1468522548676
171	0.20484495	0.8716947	1.8745968	-0.5287867	78.8	59.764202	175.0	0.0	1000.0	-7.5815563	2.0049639	-1.5479165	-13.37676	860000	1.1120391e+22	-1.1120391e+22	148.64496	-66.979774	0.0	0.0	8.106232e-10	1854.896249294281
172	0.14525533	0.72889477	1.0167547	-0.93961346	19.6	29.830187	77.0	0.0	1000.0	-6.8917985	6.1312785	5.3654575	-20.458193	865000	1.1611228e+17	-1.1611228e+17	116.677086	-88.69994	0.0	0.0	3.695488e-10	1866.3158431053162
173	0.47205296	0.32569078	0.86423326	0.00035353558	56.4	74.23638	184.0	0.0	1000.0	-1.5781382	2.0591595	2.9483767	-11.111038	870000	2.4471251e+26	-2.4471251e+26	159.01843	-64.45829	0.0	0.0	-3.9339065e-10	1879.1229326725006
174	-0.40814152	0.38563412	0.3533967	-0.665154	15.2	19.135307	45.0	0.0	1000.0	-1.9522314	1.5409964	2.8243923	-11.51371	875000	168965000.0	-168965000.0	12.760581	-3.253892	0.0	0.0	5.841255e-10	1890.6690707206726
175	0.61617965	0.9595546	2.5235631	-0.015914408	41.4	40.99561	108.0	0.0	1000.0	-5.43734	3.3141277	0.50257134	-16.176802	880000	3.286488e+21	-3.286488e+21	84.633	-34.980865	0.0	0.0	7.2956086e-09	1901.5165195465088
176	-0.4490544	0.55167454	0.22648223	-1.3089738	53.0	66.777245	176.0	0.0	1000.0	-4.3219857	3.8927794	1.7428219	-18.514835	885000	3.6235717e+22	-3.6235717e+22	134.81445	-100.65077	0.0	0.0	-1.0728836e-09	1912.6719706058502
177	-0.5478492	0.52436566	0.43245885	-1.0964432	126.8	108.256	246.0	0.0	1000.0	-3.7496052	4.8870616	7.1271715	-20.928162	890000	7.440464e+30	-7.440464e+30	367.994	-219.41025	0.0	0.0	-1.3113022e-10	1925.6567096710205
178	-0.8240431	0.41499212	-0.11468473	-1.3647981	64.8	109.81694	283.0	0.0	1000.0	-11.342081	8.436578	2.359196	-36.408802	895000	6.670083e+31	-6.670083e+31	256.3125	-173.51685	0.0	0.0	-4.768372e-10	1937.8342068195343
179	-0.185438	0.31410682	0.2676339	-0.63416904	141.2	182.2596	444.0	0.0	1000.0	-5.8419533	8.934349	8.439571	-39.838593	900000	inf	-inf	537.194	-420.48926	0.37560204	-0.023732752	5.364418e-10	1950.2407467365265
180	-0.06692765	0.9053067	1.1262689	-1.3058907	113.4	86.57621	253.0	0.0	1000.0	-18.33467	15.893179	9.055412	-54.76486	905000	1.0226646e+28	-1.0226646e+28	582.9346	-457.30246	0.0	0.0	3.5762787e-10	1962.1292119026184
181	0.11849465	0.3734403	0.80575156	-0.27922434	27.6	55.199997	138.0	0.0	1000.0	-6.2900076	8.673378	31.274212	-36.263134	910000	2.369049e+25	-2.369049e+25	207.46437	-194.87474	0.0	0.0	-2.9563905e-09	1973.9365837574005
182	-0.22293682	0.9828522	1.4841899	-1.2349924	104.4	121.13233	258.0	0.0	1000.0	-7.7833953	7.8534164	9.713869	-33.571686	915000	2.6221378e+29	-2.6221378e+29	445.28226	-328.61206	0.0	0.0	-1.4543533e-09	1987.2105770111084
183	0.11048935	0.38666525	0.39894167	-0.6274723	111.4	115.60727	285.0	0.0	1000.0	-3.6938446	6.0834394	13.369893	-26.973297	920000	1.271892e+30	-1.271892e+30	374.4937	-209.23749	0.0	0.0	-4.2915344e-10	1998.769721031189
184	0.44173735	1.0250776	1.9006537	-1.1384118	48.8	44.588787	116.0	0.0	1000.0	-10.183726	9.59906	1.9368582	-40.163414	925000	73629540000000.0	-73629540000000.0	128.41109	-104.59125	0.0	0.0	-2.3126603e-09	2009.742463350296
185	0.017217776	0.983057	1.4417559	-1.6467793	35.2	20.604855	64.0	0.0	1000.0	-4.1119666	2.5980945	1.5718102	-21.042454	930000	2.4075197e+16	-2.4075197e+16	56.137512	-12.881702	0.0	0.0	-2.6345253e-09	2022.494612455368
186	0.050875545	0.7904842	1.1720876	-0.9359926	73.4	80.18878	210.0	0.0	1000.0	-2.517518	1.4621123	1.1062689	-17.825352	935000	2.1087684e+22	-2.1087684e+22	196.8646	-118.51101	0.0	0.0	2.3722648e-09	2035.4574241638184
187	0.31360024	0.3523271	0.7729198	-0.23782447	18.6	37.2	93.0	0.0	1000.0	-4.9665937	4.9330993	-0.08383012	-29.773344	940000	5.3280595e+21	-5.3280595e+21	79.15319	-39.296356	0.0	0.0	-1.2516975e-09	2047.7150695323944
188	0.5127338	1.1940675	2.3399749	-1.2242247	114.4	152.40814	409.0	0.0	1000.0	-6.7165866	6.5407743	0.6690154	-43.22579	945000	2.738302e+27	-2.738302e+27	299.8133	-224.78302	0.0	0.0	-1.1205673e-09	2060.0423622131348
189	-0.2938785	0.86129403	1.37366	-1.0056336	81.0	64.59102	158.0	0.0	1000.0	-5.7054095	5.6606216	1.5957782	-35.74861	950000	3.5459117e+29	-3.5459117e+29	206.45213	-85.553696	0.32607967	-0.011081696	1.4901161e-09	2072.221037864685
190	0.31089085	1.0411702	1.570788	-1.0890566	183.4	108.69701	329.0	39.0	1000.0	-19.227276	11.591345	-2.248073	-48.05109	955000	inf	nan	549.4366	-166.9567	0.0	0.0	nan	2083.627357006073
