Epoch	AverageEpRet	StdEpRet	AverageEpCost	StdEpCost
177	20.931698	0.0	42.2	0.0
178	22.086878	0.0	45.2	0.0
179	23.018915	0.0	35.8	0.0
180	24.241787	0.0	40.8	0.0
181	22.017532	0.0	75.8	0.0
182	21.77164	0.0	48.0	0.0
183	21.492918	0.0	57.2	0.0
184	21.24044	0.0	39.2	0.0
185	22.577517	0.0	35.6	0.0
186	21.42078	0.0	72.2	0.0
187	21.477182	0.0	42.6	0.0
188	22.63606	0.0	42.2	0.0
189	20.354305	0.0	66.6	0.0
190	21.390278	0.0	50.2	0.0
191	22.5386	0.0	50.4	0.0
192	20.499207	0.0	68.0	0.0
193	22.985218	0.0	41.0	0.0
194	17.477596	0.0	43.8	0.0
195	21.239004	0.0	64.2	0.0
196	21.932253	0.0	69.0	0.0
197	21.578648	0.0	38.2	0.0
198	20.832384	0.0	78.6	0.0
199	21.714664	0.0	54.4	0.0
200	21.367212	0.0	56.0	0.0
201	22.816483	0.0	40.6	0.0
202	20.867489	0.0	55.0	0.0
203	21.404259	0.0	68.6	0.0
204	22.754597	0.0	48.6	0.0
205	21.873281	0.0	45.6	0.0
206	22.40246	0.0	58.4	0.0
207	21.815023	0.0	50.6	0.0
208	23.134039	0.0	44.2	0.0
209	22.512638	0.0	58.6	0.0
210	20.130808	0.0	69.0	0.0
211	22.928429	0.0	39.8	0.0
212	19.85595	0.0	84.0	0.0
213	22.089684	0.0	73.6	0.0
214	22.991236	0.0	41.0	0.0
215	23.239452	0.0	43.0	0.0
216	22.954733	0.0	27.8	0.0
217	22.70173	0.0	68.4	0.0
218	22.824745	0.0	68.8	0.0
219	20.258917	0.0	38.0	0.0
220	22.48641	0.0	43.6	0.0
221	22.999	0.0	64.6	0.0
222	23.069897	0.0	36.2	0.0
223	23.702847	0.0	53.2	0.0
224	21.6198	0.0	35.4	0.0
225	22.187105	0.0	42.8	0.0
226	24.261282	0.0	43.8	0.0
227	21.083185	0.0	58.8	0.0
228	21.976456	0.0	60.8	0.0
229	22.163496	0.0	64.2	0.0
230	22.336727	0.0	30.6	0.0
231	21.630129	0.0	80.2	0.0
232	23.9733	0.0	48.0	0.0
233	23.315727	0.0	63.6	0.0
234	23.971859	0.0	70.2	0.0
235	23.079689	0.0	68.2	0.0
236	24.396923	0.0	52.0	0.0
237	23.350437	0.0	40.4	0.0
238	24.085083	0.0	49.8	0.0
239	22.067865	0.0	42.0	0.0
240	23.566504	0.0	27.4	0.0
241	23.186163	0.0	44.8	0.0
242	23.621	0.0	49.8	0.0
243	23.927126	0.0	58.8	0.0
244	23.74352	0.0	57.8	0.0
245	23.826712	0.0	37.2	0.0
246	23.992569	0.0	50.4	0.0
247	24.362356	0.0	36.4	0.0
248	22.554688	0.0	67.6	0.0
249	21.887363	0.0	85.0	0.0
250	22.651722	0.0	55.8	0.0
251	24.08073	0.0	42.8	0.0
252	23.795332	0.0	52.0	0.0
253	22.835205	0.0	55.8	0.0
254	24.340546	0.0	58.6	0.0
255	22.373882	0.0	60.6	0.0
256	23.2002	0.0	55.6	0.0
257	23.16876	0.0	78.4	0.0
258	25.547606	0.0	33.6	0.0
259	23.686016	0.0	56.0	0.0
260	21.428738	0.0	35.2	0.0
261	21.480635	0.0	51.2	0.0
262	23.153141	0.0	59.8	0.0
263	21.909395	0.0	44.0	0.0
264	23.04423	0.0	43.4	0.0
265	23.338863	0.0	23.6	0.0
266	22.081036	0.0	62.0	0.0
267	22.68156	0.0	93.4	0.0
268	22.326267	0.0	84.4	0.0
269	23.4908	0.0	35.0	0.0
270	24.364164	0.0	45.8	0.0
271	23.740204	0.0	63.4	0.0
272	24.074757	0.0	55.0	0.0
273	24.287655	0.0	64.0	0.0
274	22.54942	0.0	41.0	0.0
275	23.64786	0.0	65.6	0.0
276	23.099653	0.0	59.4	0.0
277	24.01312	0.0	40.0	0.0
278	22.460554	0.0	57.6	0.0
279	23.34516	0.0	38.4	0.0
280	23.561783	0.0	63.4	0.0
281	23.759283	0.0	35.8	0.0
282	24.691479	0.0	64.0	0.0
283	21.251781	0.0	63.4	0.0
284	22.131912	0.0	60.4	0.0
285	23.008276	0.0	30.2	0.0
286	23.34399	0.0	50.8	0.0
287	22.926228	0.0	27.8	0.0
288	20.655361	0.0	45.4	0.0
289	23.210346	0.0	41.8	0.0
290	22.510593	0.0	38.4	0.0
291	22.337215	0.0	67.2	0.0
292	20.889315	0.0	111.0	0.0
293	23.63895	0.0	56.2	0.0
294	19.210344	0.0	38.4	0.0
295	23.995506	0.0	71.2	0.0
296	23.236607	0.0	70.2	0.0
297	23.738089	0.0	75.6	0.0
298	24.739935	0.0	40.0	0.0
299	21.805801	0.0	68.0	0.0
300	23.604464	0.0	31.0	0.0
301	19.885754	0.0	47.4	0.0
302	22.090984	0.0	70.6	0.0
303	22.299902	0.0	72.6	0.0
304	20.833652	0.0	71.2	0.0
305	22.06108	0.0	53.2	0.0
306	22.640903	0.0	29.0	0.0
307	24.315083	0.0	13.4	0.0
308	24.338528	0.0	47.8	0.0
309	23.749567	0.0	64.4	0.0
310	23.398014	0.0	34.4	0.0
311	22.86678	0.0	71.0	0.0
312	23.515945	0.0	35.4	0.0
313	23.386648	0.0	31.4	0.0
314	22.752274	0.0	33.4	0.0
315	22.680101	0.0	39.0	0.0
316	22.625265	0.0	93.2	0.0
317	23.902687	0.0	36.6	0.0
318	23.46145	0.0	35.8	0.0
319	21.912186	0.0	49.8	0.0
320	22.443274	0.0	55.2	0.0
321	24.967045	0.0	45.4	0.0
322	24.60096	0.0	48.6	0.0
323	23.053814	0.0	47.0	0.0
324	22.452229	0.0	54.8	0.0
325	21.411837	0.0	79.4	0.0
326	21.462992	0.0	55.6	0.0
327	21.912195	0.0	40.6	0.0
328	23.330166	0.0	34.0	0.0
329	18.147516	0.0	83.0	0.0
330	21.103657	0.0	79.0	0.0
331	22.620007	0.0	54.2	0.0
332	22.94826	0.0	51.6	0.0
333	23.273575	0.0	51.4	0.0
334	23.8157	0.0	68.0	0.0
335	23.411753	0.0	68.6	0.0
336	23.933483	0.0	56.4	0.0
337	24.63547	0.0	39.8	0.0
338	23.426556	0.0	41.2	0.0
339	24.16005	0.0	36.4	0.0
340	21.279816	0.0	83.0	0.0
341	23.586277	0.0	55.0	0.0
342	24.192568	0.0	61.8	0.0
343	25.323523	0.0	41.4	0.0
344	22.477411	0.0	52.8	0.0
345	23.611841	0.0	63.4	0.0
346	24.843197	0.0	60.4	0.0
347	25.568588	0.0	40.4	0.0
348	25.07658	0.0	48.2	0.0
349	24.509754	0.0	18.2	0.0
350	24.15112	0.0	43.4	0.0
351	21.114155	0.0	46.6	0.0
352	24.841475	0.0	81.8	0.0
353	24.545181	0.0	67.2	0.0
354	23.949663	0.0	45.0	0.0
355	24.900284	0.0	46.2	0.0
356	24.487295	0.0	62.6	0.0
357	25.467602	0.0	63.4	0.0
358	23.429546	0.0	153.2	0.0
359	23.253292	0.0	52.2	0.0
360	24.345634	0.0	31.6	0.0
361	25.197367	0.0	30.6	0.0
362	24.869928	0.0	33.8	0.0
363	26.328989	0.0	56.0	0.0
364	25.502747	0.0	32.4	0.0
365	24.5805	0.0	56.4	0.0
366	23.029003	0.0	36.8	0.0
367	23.474092	0.0	61.0	0.0
368	24.767532	0.0	85.6	0.0
369	21.692165	0.0	75.0	0.0
370	24.572594	0.0	50.2	0.0
371	24.923697	0.0	45.4	0.0
372	24.502787	0.0	31.6	0.0
373	25.783375	0.0	55.4	0.0
374	24.918255	0.0	81.4	0.0
375	24.119686	0.0	54.8	0.0
376	25.205082	0.0	17.6	0.0
377	23.409225	0.0	61.2	0.0
378	23.839672	0.0	61.2	0.0
379	26.367954	0.0	43.4	0.0
380	25.622925	0.0	23.0	0.0
381	24.8046	0.0	61.0	0.0
382	25.035677	0.0	47.6	0.0
383	24.597244	0.0	72.6	0.0
384	25.780426	0.0	29.4	0.0
385	23.792294	0.0	57.4	0.0
386	24.873371	0.0	31.6	0.0
387	23.57952	0.0	46.0	0.0
388	24.430332	0.0	44.6	0.0
389	23.896275	0.0	48.8	0.0
390	24.905106	0.0	60.2	0.0
391	22.954351	0.0	53.6	0.0
392	23.723688	0.0	46.4	0.0
393	25.352549	0.0	28.6	0.0
394	24.375195	0.0	25.6	0.0
395	24.823929	0.0	32.2	0.0
396	22.831745	0.0	78.2	0.0
397	23.914637	0.0	49.6	0.0
398	25.161297	0.0	63.2	0.0
399	26.126043	0.0	44.4	0.0
400	25.632374	0.0	35.6	0.0
401	25.075321	0.0	42.8	0.0
402	25.035873	0.0	53.6	0.0
403	24.188992	0.0	61.2	0.0
404	24.472101	0.0	40.6	0.0
405	24.05816	0.0	53.6	0.0
406	23.580643	0.0	43.2	0.0
407	23.509312	0.0	32.0	0.0
408	25.317648	0.0	34.4	0.0
409	25.342737	0.0	19.8	0.0
410	25.280342	0.0	33.8	0.0
411	23.260956	0.0	47.6	0.0
412	23.867863	0.0	53.8	0.0
413	24.912363	0.0	38.4	0.0
414	24.11153	0.0	37.6	0.0
415	24.141825	0.0	46.4	0.0
416	25.340929	0.0	49.0	0.0
417	24.096733	0.0	63.6	0.0
418	24.644882	0.0	69.8	0.0
419	24.721613	0.0	67.6	0.0
420	23.72883	0.0	89.2	0.0
421	24.67977	0.0	29.8	0.0
422	24.850796	0.0	52.0	0.0
423	23.11433	0.0	58.4	0.0
424	24.607761	0.0	48.4	0.0
425	24.642984	0.0	61.6	0.0
426	24.375402	0.0	69.0	0.0
427	23.554787	0.0	53.8	0.0
428	24.66566	0.0	64.8	0.0
429	25.237484	0.0	62.8	0.0
430	25.311413	0.0	24.0	0.0
431	24.84814	0.0	51.4	0.0
432	24.04948	0.0	65.8	0.0
433	24.249775	0.0	107.6	0.0
434	24.926022	0.0	59.6	0.0
435	25.996326	0.0	77.4	0.0
436	25.155869	0.0	50.4	0.0
437	23.765293	0.0	39.4	0.0
438	24.215155	0.0	41.2	0.0
439	24.058056	0.0	47.8	0.0
440	25.740448	0.0	35.0	0.0
441	25.14726	0.0	35.0	0.0
442	23.882107	0.0	51.2	0.0
443	24.992954	0.0	39.4	0.0
444	24.237524	0.0	58.8	0.0
445	24.895758	0.0	37.4	0.0
446	24.79726	0.0	30.8	0.0
447	24.536856	0.0	33.4	0.0
448	25.436396	0.0	38.6	0.0
449	23.798243	0.0	48.2	0.0
450	25.759369	0.0	41.0	0.0
451	25.525814	0.0	55.6	0.0
452	25.451754	0.0	64.8	0.0
453	24.360062	0.0	43.2	0.0
454	26.005316	0.0	42.4	0.0
455	24.415781	0.0	44.2	0.0
456	24.75864	0.0	52.8	0.0
457	25.203363	0.0	40.2	0.0
458	24.65732	0.0	52.4	0.0
459	23.902641	0.0	56.8	0.0
460	25.406456	0.0	69.8	0.0
461	25.052227	0.0	38.2	0.0
462	24.947086	0.0	53.2	0.0
463	23.785347	0.0	40.4	0.0
464	23.373539	0.0	58.4	0.0
465	23.096806	0.0	83.4	0.0
466	23.841938	0.0	74.0	0.0
467	26.019726	0.0	44.2	0.0
468	25.391024	0.0	55.0	0.0
469	26.570068	0.0	50.2	0.0
470	24.680676	0.0	55.0	0.0
471	25.353277	0.0	34.2	0.0
472	21.585815	0.0	40.6	0.0
473	26.001415	0.0	43.2	0.0
474	24.752865	0.0	37.4	0.0
475	25.555607	0.0	57.0	0.0
476	25.282726	0.0	65.6	0.0
477	26.246933	0.0	41.2	0.0
478	22.687437	0.0	34.2	0.0
479	25.330791	0.0	59.4	0.0
480	25.334248	0.0	45.0	0.0
481	26.41969	0.0	44.8	0.0
482	25.16149	0.0	19.8	0.0
483	25.393375	0.0	41.4	0.0
484	24.526749	0.0	30.4	0.0
485	24.488266	0.0	49.0	0.0
486	23.823318	0.0	38.8	0.0
487	24.936195	0.0	55.0	0.0
488	24.910694	0.0	52.2	0.0
489	25.166256	0.0	50.0	0.0
490	25.222052	0.0	43.0	0.0
491	24.91184	0.0	61.4	0.0
492	24.268312	0.0	63.4	0.0
493	24.704298	0.0	64.0	0.0
494	25.37934	0.0	34.8	0.0
495	25.232042	0.0	35.4	0.0
496	25.711277	0.0	32.6	0.0
497	26.015476	0.0	51.6	0.0
498	24.742632	0.0	54.8	0.0
499	23.895521	0.0	32.2	0.0
500	25.992111	0.0	42.8	0.0
