Epoch	EpochBatchSize	VALORLoss	PolicyLoss	Time
0	10	2.5383624e-05	0.050237752	0.7130303382873535
1	10	0.010917544	0.17971095	0.7718644142150879
2	10	0.0007010863	0.05619781	0.8109655380249023
3	10	0.1098422	0.18015295	0.8424961566925049
4	10	0.004180412	0.04831775	0.8791725635528564
5	10	0.15601692	0.16146311	0.936924934387207
6	10	0.45688123	0.211646	0.9951431751251221
7	10	0.029499775	0.059253503	1.045591115951538
8	10	0.29788354	0.13841811	1.0831725597381592
9	10	0.002934122	0.04867688	1.1451311111450195
10	10	8.009297e-05	0.021656333	1.2046685218811035
11	10	0.0032828595	0.14221811	1.2431838512420654
12	10	0.051564388	0.112235166	1.277928113937378
13	10	0.20276599	0.14252487	1.3398480415344238
14	10	0.0006350175	0.04158389	1.3994526863098145
15	10	0.0005224879	0.049312405	1.4398953914642334
16	10	0.039996378	0.029702038	1.4724583625793457
17	10	0.08592053	0.09090437	1.5288310050964355
18	10	0.15817928	0.13927071	1.5892133712768555
19	10	0.52055043	0.19080669	1.639228105545044
20	10	5.3854026e-05	0.08130424	1.673374891281128
21	10	0.0045084544	0.08297247	1.729292631149292
22	10	0.0001527406	0.065845594	1.7886111736297607
23	10	0.09646762	0.08346312	1.8358650207519531
24	10	0.00941143	0.04087103	1.8670308589935303
25	10	0.0050539365	0.09509559	1.9191193580627441
26	10	0.30947474	0.11091515	1.9791057109832764
27	10	0.14058354	0.129729	2.034886360168457
28	10	0.123184144	0.09955371	2.0669119358062744
29	10	0.0020809814	0.05590249	2.1134729385375977
30	10	0.0001613191	0.07122603	2.177729368209839
31	10	0.0017784035	0.08450246	2.232597827911377
32	10	0.012046547	0.1338583	2.2658891677856445
33	10	0.09307728	0.09631289	2.304997205734253
34	10	0.16026081	0.13932876	2.3652100563049316
35	10	0.0065031378	0.032290753	2.4263062477111816
36	10	0.026005846	0.124028936	2.4619860649108887
37	10	0.028617406	0.026207378	2.4964239597320557
38	10	0.20475261	0.16739003	2.552957057952881
39	10	0.15207033	0.16029131	2.6121084690093994
40	10	0.00039973055	0.10868929	2.659024477005005
41	10	0.008645502	0.1769447	2.6903133392333984
42	10	0.028004885	0.11055722	2.745129346847534
43	10	0.14028832	0.16532043	2.8083698749542236
44	10	0.083930634	0.16549054	2.857374906539917
45	10	0.006672735	0.071803376	2.88865065574646
46	10	0.016113844	0.06495054	2.9373579025268555
47	10	0.11955277	0.07965939	2.9951887130737305
48	10	0.015093344	0.09414389	3.0546770095825195
49	10	0.011056395	0.09506599	3.08646297454834
50	10	0.0002679612	0.0834676	3.138709306716919
51	10	0.000225928	0.082591355	3.198737382888794
52	10	0.009240469	0.07634567	3.2545320987701416
53	10	0.14801267	0.19355525	3.2866063117980957
54	10	0.0043125222	0.09042847	3.3246896266937256
55	10	0.009926361	0.10927731	3.3833181858062744
56	10	0.08583702	0.13975212	3.4462289810180664
57	10	0.020055901	0.07832691	3.482198715209961
58	10	0.012810374	0.09741821	3.517855405807495
59	10	0.121974625	0.118404746	3.5808637142181396
60	10	0.00036938488	0.116295956	3.6468558311462402
61	10	0.00019977894	0.09847139	3.70585036277771
62	10	0.013314759	0.073269196	3.7560582160949707
63	10	0.16651268	0.10447957	3.814854145050049
64	10	0.09576212	0.095591925	3.86995530128479
65	10	0.005665222	0.115164444	3.9022719860076904
66	10	0.01266188	0.09318069	3.9437971115112305
67	10	0.005864303	0.044912398	4.004674673080444
68	10	0.1297065	0.13170679	4.065544128417969
69	10	0.06364588	0.0786472	4.102959871292114
70	10	0.00016723538	0.16505969	4.160939455032349
71	10	0.006059821	0.122870125	4.217587947845459
72	10	0.0058692424	0.050512154	4.275647878646851
73	10	0.04587444	0.100283526	4.30844521522522
74	10	0.035268378	0.06783746	4.350774526596069
75	10	0.13143015	0.113335714	4.413271903991699
76	10	0.0018142912	0.07094815	4.469202280044556
77	10	0.25808775	0.15832916	4.502511978149414
78	10	0.0019739026	0.059855245	4.539653301239014
79	10	0.35084197	0.17693335	4.601438999176025
80	10	7.1266663e-07	0.07198378	4.665956497192383
81	10	0.00071882055	0.024045771	4.702332019805908
82	10	0.00022632773	0.079301886	4.738368272781372
83	10	0.020541463	0.066244096	4.797611951828003
84	10	0.06152267	0.10802982	4.857543706893921
85	10	0.035786312	0.097864136	4.894461393356323
86	10	0.2409664	0.113948956	4.92612361907959
87	10	0.039329536	0.1705196	4.977413177490234
88	10	0.26626584	0.10521053	5.035503625869751
89	10	0.015439434	0.042960633	5.091779470443726
90	10	0.0002558866	0.050330024	5.1260480880737305
91	10	0.0030259173	0.09242384	5.172598123550415
92	10	0.03298545	0.12602082	5.233044624328613
93	10	0.0119216	0.05891376	5.288285970687866
94	10	0.016935905	0.046583585	5.3194239139556885
95	10	0.08368487	0.09698637	5.3536577224731445
96	10	0.0076205926	0.0875092	5.4186835289001465
97	10	0.059984237	0.06775336	5.475926399230957
98	10	0.12280204	0.06450838	5.533073902130127
99	10	0.00064349116	0.055237956	5.587673664093018
100	10	0.00038979214	0.0889984	5.649212121963501
101	10	0.0035454147	0.09988661	5.701212644577026
102	10	0.08814772	0.11681714	5.732037305831909
103	10	0.05718104	0.06073297	5.77266526222229
104	10	0.17191514	0.09938063	5.830383062362671
105	10	0.008204117	0.13397989	5.890334367752075
106	10	0.00043122238	0.059400517	5.9465742111206055
107	10	0.05368949	0.054826967	6.002613067626953
108	10	0.13131702	0.16914915	6.0595033168792725
109	10	0.08229928	0.12978105	6.111593246459961
110	10	0.00028793348	0.14035013	6.147023677825928
111	10	0.0001411372	0.11179882	6.200728416442871
112	10	0.011370717	0.04963705	6.259571313858032
113	10	0.0010366562	0.04481638	6.308661699295044
114	10	0.08785026	0.12090645	6.340980768203735
115	10	0.058678426	0.08565698	6.392213582992554
116	10	0.2063984	0.0794838	6.449841022491455
117	10	0.11280531	0.12501809	6.50419020652771
118	10	0.004381648	0.06698305	6.5366761684417725
119	10	0.16222535	0.08013699	6.581516742706299
120	10	0.0011615083	0.16179936	6.647455930709839
121	10	0.005083474	0.11402319	6.7012553215026855
122	10	0.0025126147	0.09766333	6.734776020050049
123	10	0.16793619	0.15692687	6.774470090866089
124	10	0.06889577	0.04739192	6.837015151977539
125	10	0.00079377985	0.16843246	6.8982834815979
126	10	0.3639498	0.22199842	6.932758331298828
127	10	0.18748805	0.12617007	6.965969562530518
128	10	0.05534237	0.121740736	7.020968437194824
129	10	0.14546993	0.10841676	7.079778671264648
130	10	4.240406e-05	0.015879523	7.135133266448975
131	10	0.003539323	0.119024396	7.172660827636719
132	10	0.0775565	0.10308067	7.228369235992432
133	10	0.09410681	0.15687723	7.287281036376953
134	10	0.041695658	0.09868159	7.326929330825806
135	10	0.13717553	0.10285614	7.3586273193359375
136	10	0.18757422	0.13883862	7.4076292514801025
137	10	0.24390273	0.119983695	7.470769166946411
138	10	0.10496815	0.09088394	7.517364740371704
139	10	0.18256778	0.112323925	7.549391031265259
140	10	4.343086e-06	0.076593354	7.592836856842041
141	10	0.003547585	0.19429378	7.652180433273315
142	10	0.034073237	0.16151783	7.711158990859985
143	10	0.014562366	0.12672786	7.7708704471588135
144	10	5.5134507e-05	0.014184266	7.825047731399536
145	10	0.16421194	0.14533415	7.88087272644043
146	10	0.0025864672	0.08681178	7.937098264694214
147	10	0.00015769759	0.040230405	7.968837022781372
148	10	0.22030084	0.12734374	8.019408464431763
149	10	0.22956021	0.16916955	8.078043460845947
150	10	3.6134064e-05	0.048222013	8.140328407287598
151	10	0.00016167604	0.09192601	8.173593759536743
152	10	0.02976513	0.16279067	8.225065469741821
153	10	0.14793633	0.18034907	8.285823583602905
154	10	0.6968471	0.18285605	8.337757349014282
155	10	0.5528561	0.12779608	8.368165731430054
156	10	0.0013914602	0.051494204	8.407126903533936
157	10	0.088781305	0.09848715	8.473958253860474
158	10	0.019377943	0.057195324	8.531757831573486
159	10	0.09943744	0.06340448	8.565808534622192
160	10	6.8967216e-07	0.0645056	8.613801956176758
161	10	0.0020536864	0.116412364	8.674014568328857
162	10	0.007915412	0.06057793	8.731508731842041
163	10	0.020791192	0.14279206	8.772311687469482
164	10	0.12117143	0.08996275	8.81096625328064
165	10	0.34754822	0.14195392	8.865432739257812
166	10	0.34764543	0.1139151	8.92302131652832
167	10	0.014638278	0.073454276	8.960192918777466
168	10	0.0003786009	0.07965637	8.990899324417114
169	10	0.09160375	0.08411138	9.044762372970581
